poverty_perc,median_household_income,education_less_than_high_school_percent,percent_high_blood_pressure,percent_coronary_heart_disease,percent_stroke,percent_high_cholesterol,percent_inactive,percent_smoking,number_of_hospitals,number_of_primary_care_physicians,percent_no_heath_insurance,urban_rural_status
10.5,0.3625039843500978,16.5,40.0,9.2,4.1,37.2,25.4,19.7,0.012987012987012988,0.0,22.9,0.0
19.4,0.2562546484084474,15.0,44.1,10.3,5.0,38.6,22.7,24.2,0.012987012987012988,0.17747440273037546,20.5,0.0
21.4,0.24375472653295915,17.3,42.7,9.8,4.9,37.0,25.9,25.6,0.012987012987012988,0.18430034129692835,19.7,0.0
15.0,0.3562540234123537,14.3,34.5,7.2,3.4,33.8,27.0,19.0,0.012987012987012988,0.08532423208191126,17.3,0.0
17.8,0.26875457028393573,16.9,44.7,10.5,4.9,39.8,22.3,23.1,0.012987012987012988,0.13651877133105803,19.7,0.0
18.3,0.281254492159424,14.0,42.4,9.5,4.5,38.6,21.9,22.5,0.012987012987012988,0.1604095563139932,17.9,0.0
15.3,0.3125042968481447,11.6,40.6,8.9,4.2,38.8,30.3,21.1,0.025974025974025976,0.12286689419795221,17.4,0.0
9.0,0.44375347654077163,10.8,37.5,7.6,3.4,36.5,26.4,18.6,0.012987012987012988,0.11262798634812288,18.2,0.0
18.0,0.2500046874707033,14.9,43.7,10.2,4.8,39.4,25.2,22.9,0.012987012987012988,0.13310580204778158,17.1,0.0
15.9,0.2562546484084474,12.7,43.6,10.6,5.1,38.2,25.3,23.1,0.0,0.20477815699658705,19.1,0.0
18.1,0.2562546484084474,15.5,43.8,9.6,4.6,39.0,35.1,24.6,0.025974025974025976,0.15699658703071673,22.4,
13.8,0.3562540234123537,11.8,41.7,9.1,4.1,38.7,25.3,21.7,0.012987012987012988,0.18430034129692835,16.9,
11.0,0.4562533984162599,8.9,37.6,7.2,3.3,34.9,22.6,17.8,0.012987012987012988,0.8532423208191126,15.0,
11.7,0.33750414059912126,16.2,40.7,9.2,4.3,37.5,22.5,22.7,0.012987012987012988,0.15017064846416384,20.4,0.0
10.4,0.4312535546652833,10.6,37.6,7.1,3.2,36.6,29.6,19.0,0.012987012987012988,0.10580204778156999,14.4,
18.9,0.281254492159424,17.2,45.9,10.0,5.1,38.0,32.6,25.3,0.012987012987012988,0.11262798634812288,22.5,0.0
22.5,0.23750476559521502,12.5,48.4,11.7,5.6,41.8,28.0,24.3,0.0,0.1672354948805461,22.1,0.0
11.5,0.34375410153686536,9.8,39.0,8.7,3.8,38.0,20.8,18.6,0.012987012987012988,0.09897610921501707,18.5,0.0
13.7,0.31875425778588884,19.0,41.9,10.3,4.8,38.9,23.8,21.8,0.012987012987012988,0.17747440273037546,22.8,0.0
16.9,0.31875425778588884,12.5,42.9,9.5,4.6,38.4,29.0,24.5,0.012987012987012988,0.13310580204778158,19.1,0.0
14.3,0.34375410153686536,15.1,41.7,9.1,4.3,38.3,21.2,22.1,0.012987012987012988,0.15358361774744028,17.6,0.0
18.2,0.26875457028393573,13.8,42.5,8.8,4.5,36.8,28.8,23.1,0.025974025974025976,0.10580204778156999,18.5,0.0
11.8,0.3562540234123537,9.4,40.7,8.6,3.9,38.1,24.2,19.6,0.012987012987012988,0.1296928327645051,14.8,0.0
16.5,0.28750445309716816,10.1,43.2,9.7,4.7,38.3,22.6,23.7,0.012987012987012988,0.37883959044368604,17.7,0.0
21.7,0.28750445309716816,18.5,45.0,10.5,5.4,37.7,25.4,28.1,0.012987012987012988,0.0,19.4,0.0
15.2,0.34375410153686536,12.0,33.5,6.7,3.3,32.4,27.6,17.9,0.12987012987012989,0.07167235494880547,16.5,1.0
14.6,0.3125042968481447,12.5,43.6,9.4,4.7,36.8,29.6,23.6,0.025974025974025976,0.12286689419795221,18.5,
13.0,0.3125042968481447,10.5,44.3,9.2,4.5,38.4,26.6,21.4,0.025974025974025976,0.21160409556313994,15.9,
18.5,0.2500046874707033,14.2,42.5,9.6,4.7,36.9,26.5,24.8,0.012987012987012988,0.09897610921501707,19.7,0.0
15.7,0.32500421872363294,10.4,42.4,9.2,4.2,38.9,24.6,21.7,0.012987012987012988,0.14675767918088736,17.4,
20.1,0.2500046874707033,8.0,30.8,6.2,2.9,30.0,24.6,17.8,0.025974025974025976,0.10238907849829351,17.6,0.0
16.5,0.3125042968481447,13.2,41.3,9.4,4.5,38.0,27.0,23.8,0.012987012987012988,0.10921501706484643,18.4,0.0
14.4,0.31875425778588884,10.7,36.6,7.7,3.6,34.9,28.1,19.7,0.025974025974025976,0.08532423208191126,18.7,0.0
16.0,0.3125042968481447,11.4,41.0,8.3,3.8,36.5,32.9,22.2,0.012987012987012988,0.13310580204778158,16.9,0.0
17.4,0.24375472653295915,15.0,45.5,11.1,5.4,40.4,24.0,24.7,0.012987012987012988,0.2218430034129693,20.6,0.0
13.5,0.31875425778588884,9.0,43.2,10.0,4.5,39.0,20.3,20.6,0.012987012987012988,0.09556313993174062,20.5,0.0
8.5,0.41875363278979505,7.6,38.7,7.4,3.4,37.7,26.8,18.6,0.025974025974025976,0.12286689419795221,13.5,
21.2,0.2625046093461916,15.6,43.7,10.1,5.1,38.5,32.8,26.1,0.012987012987012988,0.1262798634812287,20.7,0.0
16.9,0.29375441403491226,17.8,44.2,10.1,5.0,37.8,32.8,26.7,0.012987012987012988,0.15358361774744028,21.3,
17.7,0.3312541796613771,12.3,41.3,9.0,4.2,36.3,31.9,21.2,0.012987012987012988,0.11604095563139932,18.2,0.0
11.1,0.3812538671633302,24.6,34.6,7.3,3.4,33.4,25.7,19.3,0.012987012987012988,0.10921501706484643,24.1,0.0
21.9,0.2625046093461916,21.6,43.5,9.9,4.8,39.0,25.8,21.6,0.0,0.15699658703071673,20.1,0.0
12.8,0.36875394528784194,10.1,34.8,6.8,3.3,34.0,27.9,18.2,0.1168831168831169,0.06484641638225257,16.6,
10.2,0.4125036718520509,9.3,39.0,7.4,3.4,36.7,29.0,18.8,0.012987012987012988,0.15017064846416384,15.7,
14.8,0.3000043749726564,9.0,39.2,8.3,3.9,34.4,26.1,19.4,0.012987012987012988,0.11262798634812288,17.2,0.0
14.7,0.31875425778588884,10.7,39.5,8.3,3.7,37.6,24.4,19.3,0.012987012987012988,0.2218430034129693,18.0,0.0
15.1,0.3312541796613771,12.4,34.2,7.6,3.4,32.1,26.9,18.2,0.012987012987012988,0.08532423208191126,15.0,0.0
13.3,0.33750414059912126,11.6,36.6,7.7,3.4,33.9,27.1,20.1,0.012987012987012988,0.11945392491467577,18.3,0.0
10.2,0.34375410153686536,11.4,31.2,7.6,3.3,32.1,18.8,16.2,0.0,0.0,17.7,0.0
12.6,0.33750414059912126,15.3,32.3,7.9,3.6,32.2,24.5,17.9,0.012987012987012988,0.10580204778156999,16.4,0.0
28.3,0.281254492159424,15.3,36.3,9.1,4.9,30.1,29.7,28.5,0.012987012987012988,0.0,21.8,0.0
15.0,0.3312541796613771,12.2,33.1,8.3,3.8,31.5,20.0,20.1,0.025974025974025976,0.09215017064846417,12.9,0.0
9.9,0.4062537109143068,3.6,22.3,4.7,2.1,23.4,21.4,12.0,0.012987012987012988,0.09556313993174062,9.7,0.0
13.7,0.3562540234123537,10.0,33.3,7.9,3.6,32.7,25.3,17.4,0.012987012987012988,0.05802047781569966,17.5,0.0
32.8,0.14375535152905294,22.1,34.8,9.4,5.6,28.6,25.5,35.7,0.0,0.0,18.4,0.0
24.0,0.281254492159424,12.2,36.4,9.4,4.6,33.1,21.5,21.8,0.025974025974025976,0.11262798634812288,19.3,0.0
16.2,0.3125042968481447,6.2,22.4,4.9,2.2,24.1,21.3,14.4,0.012987012987012988,0.09556313993174062,11.0,0.0
9.7,0.41875363278979505,6.3,40.1,9.6,4.1,37.0,22.4,16.2,0.012987012987012988,0.10921501706484643,12.7,
10.7,0.33750414059912126,9.0,30.8,7.6,3.4,31.2,21.1,17.2,0.012987012987012988,0.08191126279863481,10.2,0.0
11.8,0.36875394528784194,11.0,35.0,9.1,4.0,34.2,20.8,16.7,0.012987012987012988,0.13310580204778158,15.0,0.0
15.4,0.3062543359104006,9.0,39.3,10.6,4.8,36.9,20.8,18.7,0.012987012987012988,0.09215017064846417,13.1,0.0
15.1,0.26875457028393573,8.9,37.8,9.7,4.4,35.9,22.5,17.9,0.025974025974025976,0.10580204778156999,16.6,0.0
11.7,0.31875425778588884,6.1,38.4,10.4,4.7,35.3,25.8,19.3,0.012987012987012988,0.06484641638225257,14.3,0.0
9.1,0.36875394528784194,6.5,34.4,8.5,3.6,34.3,22.0,14.9,0.012987012987012988,0.14334470989761094,11.0,0.0
10.4,0.3937537890388185,7.7,29.9,7.0,3.1,31.4,21.9,18.2,0.0,0.0,10.1,0.0
9.4,0.44375347654077163,4.4,29.8,6.7,3.0,30.5,20.4,15.7,0.012987012987012988,0.07849829351535836,10.7,0.0
12.8,0.34375410153686536,11.0,33.8,8.6,3.8,33.3,22.2,16.8,0.025974025974025976,0.07508532423208192,13.2,0.0
11.5,0.3500040624746095,7.0,35.1,8.4,3.6,33.9,20.8,15.1,0.0,0.0,16.8,0.0
28.7,0.2312548046574709,15.7,39.4,10.7,6.0,32.9,32.2,30.2,0.0,0.0,24.4,0.0
14.4,0.3062543359104006,9.3,34.6,8.5,3.7,34.0,20.3,15.6,0.012987012987012988,0.10238907849829351,12.4,0.0
14.9,0.3062543359104006,3.5,34.6,8.7,3.7,34.0,19.6,15.4,0.0,0.0,15.8,0.0
10.2,0.3562540234123537,7.9,33.9,8.0,3.4,34.2,22.1,15.4,0.012987012987012988,0.11945392491467577,10.7,0.0
9.9,0.4125036718520509,9.0,32.1,7.6,3.3,32.6,20.9,15.2,0.012987012987012988,0.08191126279863481,8.6,0.0
11.5,0.3500040624746095,6.0,31.3,7.6,3.3,31.6,19.0,16.8,0.025974025974025976,0.07167235494880547,11.9,0.0
4.5,0.5437528515446779,4.5,26.2,5.3,2.3,28.7,21.8,14.1,0.012987012987012988,0.05460750853242321,6.9,
23.9,0.27500453122167984,10.2,34.9,9.2,4.5,32.1,21.1,23.0,0.0,0.16382252559726962,16.9,0.0
9.6,0.4062537109143068,10.4,31.8,7.4,3.3,32.5,19.7,16.1,0.0,0.22525597269624573,12.3,
8.7,0.3625039843500978,4.9,29.0,6.2,2.8,27.3,24.5,17.0,0.025974025974025976,0.08532423208191126,10.1,
29.9,0.23750476559521502,18.0,37.5,11.8,6.6,30.8,28.9,31.8,0.0,0.0,22.1,0.0
12.6,0.3125042968481447,9.0,34.0,8.6,3.8,33.3,20.0,17.1,0.0,0.10921501706484643,11.9,0.0
8.1,0.4062537109143068,7.0,28.3,5.7,2.6,29.0,23.8,15.7,0.05194805194805195,0.06825938566552901,11.0,
9.4,0.4562533984162599,7.7,33.0,7.7,3.5,31.7,20.6,17.4,0.012987012987012988,0.14675767918088736,14.3,0.0
12.1,0.38750382810107437,6.4,32.7,7.5,3.3,33.5,28.0,17.3,0.025974025974025976,0.06484641638225257,12.9,
13.7,0.32500421872363294,7.3,32.7,7.8,3.4,32.9,23.4,17.9,0.0,0.0,11.8,0.0
38.1,0.20000499996875018,26.3,33.8,9.4,6.2,26.8,20.7,39.8,0.012987012987012988,0.15358361774744028,17.1,0.0
7.5,0.4750032812294923,4.9,30.8,7.1,3.0,31.9,18.2,14.7,0.0,0.061433447098976114,11.1,0.0
42.5,0.19375503903100605,20.2,36.0,10.0,6.7,28.5,26.3,41.1,0.012987012987012988,0.15017064846416384,19.0,0.0
19.3,0.28750445309716816,10.9,36.4,9.6,4.5,34.4,19.9,20.2,0.012987012987012988,0.07167235494880547,17.7,0.0
8.8,0.3937537890388185,7.2,33.0,7.7,3.4,33.3,24.8,16.3,0.012987012987012988,0.0,10.7,
5.9,0.5187530077937014,6.2,30.3,6.7,2.9,31.9,17.6,15.2,0.0,0.07849829351535836,8.2,
10.4,0.3562540234123537,9.6,32.0,7.4,3.3,31.5,20.2,16.9,0.012987012987012988,0.06825938566552901,11.1,0.0
9.2,0.4812532421672365,23.3,29.3,5.9,2.7,31.6,19.7,18.2,0.012987012987012988,0.1262798634812287,20.9,0.0
6.9,0.43750351560302747,9.5,37.3,8.4,3.6,38.3,18.0,18.1,0.0,0.0,19.7,
9.3,0.38750382810107437,8.9,39.1,8.0,3.4,39.7,19.5,15.9,0.0,0.0,18.0,
14.4,0.3000043749726564,22.1,31.7,7.2,3.2,33.7,19.1,16.1,0.012987012987012988,0.15358361774744028,28.1,0.0
15.3,0.27500453122167984,12.6,38.9,9.3,4.1,38.5,19.5,17.9,0.012987012987012988,0.05802047781569966,16.3,0.0
7.5,0.4312535546652833,6.7,37.0,7.7,3.0,38.7,19.0,11.8,0.0,0.0,12.3,0.0
17.4,0.3125042968481447,10.5,38.4,7.6,3.8,35.0,22.5,19.9,0.025974025974025976,0.08191126279863481,17.3,
13.4,0.3125042968481447,14.6,41.5,11.2,5.0,39.4,19.4,19.8,0.0,0.08532423208191126,24.1,0.0
12.2,0.34375410153686536,11.4,38.9,8.6,3.7,38.9,18.7,18.5,0.0,0.5085324232081911,18.4,
16.7,0.26875457028393573,12.3,37.8,8.6,4.1,35.9,19.7,18.8,0.012987012987012988,0.07508532423208192,21.8,0.0
8.3,0.41875363278979505,5.8,36.9,7.7,3.3,37.8,20.7,16.3,0.0,0.0,15.4,
17.7,0.31875425778588884,13.1,43.4,9.8,4.8,39.4,20.0,21.0,0.0,0.18088737201365188,16.8,0.0
15.3,0.34375410153686536,24.6,33.9,7.9,3.5,35.1,19.7,16.4,0.012987012987012988,0.29010238907849834,29.3,0.0
21.4,0.281254492159424,15.8,32.1,7.0,3.3,31.6,19.4,19.9,0.012987012987012988,0.05802047781569966,23.1,0.0
11.1,0.3937537890388185,9.1,39.0,8.7,3.7,39.0,21.6,17.4,0.012987012987012988,0.12286689419795221,18.8,
19.2,0.281254492159424,29.8,38.2,9.5,4.6,36.8,19.8,22.4,0.012987012987012988,0.08191126279863481,28.5,0.0
6.2,0.63750226561084,6.1,28.9,4.8,2.2,33.8,18.6,12.2,0.1168831168831169,0.06825938566552901,12.5,1.0
16.9,0.3000043749726564,24.7,36.6,9.3,4.4,36.4,19.4,20.5,0.012987012987012988,0.13310580204778158,32.3,0.0
11.3,0.4125036718520509,12.6,35.4,8.0,3.5,36.4,18.6,18.2,0.025974025974025976,0.15017064846416384,22.0,0.0
17.9,0.27500453122167984,18.9,44.7,11.3,5.4,40.8,19.6,21.0,0.0,0.0,21.6,0.0
19.8,0.26875457028393573,23.8,38.5,9.2,4.2,37.1,19.3,19.0,0.012987012987012988,0.13310580204778158,21.5,
11.1,0.34375410153686536,31.9,31.6,7.9,3.8,33.3,19.4,22.7,0.012987012987012988,0.08532423208191126,33.8,0.0
13.7,0.4125036718520509,19.7,30.1,5.6,3.0,30.8,24.3,16.5,0.2337662337662338,0.08191126279863481,25.1,1.0
18.7,0.29375441403491226,28.4,35.8,8.2,4.0,34.9,19.5,21.5,0.012987012987012988,0.11945392491467577,23.2,0.0
15.5,0.31875425778588884,27.3,32.0,7.3,3.4,33.1,18.9,18.0,0.012987012987012988,0.35153583617747447,26.2,0.0
14.3,0.3125042968481447,12.6,39.3,9.2,4.2,38.3,19.5,19.5,0.0,0.2150170648464164,18.6,0.0
6.9,0.5687526952956544,7.2,29.0,4.8,2.2,31.9,22.4,13.3,0.1038961038961039,0.09897610921501707,13.4,
18.9,0.2625046093461916,19.8,38.9,9.5,4.3,37.3,19.6,19.3,0.0,0.10921501706484643,22.0,0.0
16.3,0.3625039843500978,10.5,38.9,8.8,3.9,38.2,19.4,16.9,0.0,0.0,21.3,0.0
17.0,0.3125042968481447,14.8,39.2,9.6,4.3,38.3,19.0,19.9,0.012987012987012988,0.1604095563139932,24.1,0.0
7.9,0.5000031249804688,13.4,31.8,6.1,2.8,33.0,24.4,16.9,0.025974025974025976,0.11604095563139932,18.9,
12.6,0.3812538671633302,12.8,30.7,6.3,2.8,31.3,20.4,16.3,0.012987012987012988,0.09556313993174062,23.7,0.0
15.4,0.3750039062255861,14.4,36.9,8.3,3.8,36.8,18.8,20.5,0.012987012987012988,0.20819112627986347,21.5,0.0
13.3,0.3312541796613771,11.1,40.0,8.9,3.9,39.1,19.4,16.4,0.012987012987012988,0.16382252559726962,19.5,0.0
17.7,0.27500453122167984,24.8,36.0,8.9,4.0,36.2,19.7,17.5,0.012987012987012988,0.09897610921501707,25.9,0.0
16.8,0.2562546484084474,18.8,42.5,11.4,5.3,40.9,20.1,19.3,0.0,0.0,22.9,0.0
12.9,0.36875394528784194,9.4,36.4,7.8,3.3,37.4,19.1,15.2,0.0,0.15699658703071673,17.3,0.0
11.1,0.40000374997656263,38.2,31.3,6.3,3.0,32.7,20.3,22.0,0.012987012987012988,0.3993174061433447,35.8,0.0
20.6,0.31875425778588884,35.0,31.0,6.7,3.1,31.6,19.6,20.2,0.0,0.24573378839590446,23.6,0.0
14.2,0.33750414059912126,20.3,36.1,8.3,3.9,35.9,19.8,20.8,0.012987012987012988,0.10921501706484643,23.9,0.0
13.6,0.3750039062255861,10.4,36.4,7.6,3.5,36.1,18.7,18.0,0.03896103896103896,0.10921501706484643,21.8,
18.1,0.31875425778588884,15.4,37.6,7.7,3.8,34.8,20.0,19.8,0.012987012987012988,0.07508532423208192,22.4,
17.6,0.29375441403491226,25.1,31.9,7.2,3.4,33.2,18.5,18.1,0.012987012987012988,0.13651877133105803,24.1,0.0
18.6,0.2312548046574709,18.9,42.5,11.2,5.3,39.7,19.9,19.7,0.0,0.0,30.2,0.0
10.7,0.3812538671633302,28.5,35.8,8.1,3.7,35.5,19.3,18.9,0.012987012987012988,0.09556313993174062,29.6,0.0
15.0,0.3937537890388185,18.5,39.7,9.2,4.2,38.5,20.9,19.2,0.012987012987012988,0.061433447098976114,26.7,0.0
15.6,0.34375410153686536,13.6,39.5,8.2,4.1,35.9,20.2,20.0,0.012987012987012988,0.14675767918088736,20.0,0.0
9.5,0.46875332029174815,15.8,32.7,6.6,2.9,34.3,19.3,17.4,0.0,0.0,22.9,0.0
20.0,0.281254492159424,25.9,40.3,9.7,4.5,38.9,20.0,21.0,0.012987012987012988,0.09897610921501707,26.9,0.0
9.5,0.4125036718520509,17.7,32.2,7.0,3.1,34.3,19.9,16.9,0.012987012987012988,0.06825938566552901,23.3,0.0
14.2,0.3312541796613771,15.1,40.2,9.6,4.4,39.3,25.3,20.3,0.012987012987012988,0.14675767918088736,23.2,0.0
12.9,0.34375410153686536,24.4,33.1,7.4,3.4,34.2,19.3,18.4,0.012987012987012988,0.08873720136518773,22.1,0.0
9.4,0.5312529296691896,9.0,38.0,8.7,3.6,38.9,17.6,15.8,0.012987012987012988,0.10580204778156999,17.8,
12.7,0.33750414059912126,15.1,36.9,8.2,3.8,36.3,20.2,19.5,0.012987012987012988,0.15017064846416384,23.5,0.0
15.7,0.3625039843500978,19.9,33.4,7.0,3.2,33.2,19.8,20.2,0.025974025974025976,0.1604095563139932,19.1,0.0
12.6,0.33750414059912126,14.4,35.5,7.6,3.5,35.3,20.8,19.4,0.012987012987012988,0.14675767918088736,19.7,
12.1,0.3937537890388185,13.8,36.0,7.8,3.5,36.3,19.0,18.8,0.012987012987012988,0.15358361774744028,20.2,0.0
13.6,0.3500040624746095,18.9,36.2,8.4,3.8,35.7,19.4,22.0,0.012987012987012988,0.10921501706484643,24.5,0.0
9.5,0.41875363278979505,14.2,33.8,6.8,3.1,35.3,25.8,19.2,0.03896103896103896,0.11262798634812288,20.2,
19.5,0.29375441403491226,21.0,35.3,7.6,3.5,34.3,19.6,21.4,0.025974025974025976,0.14675767918088736,20.4,
9.2,0.4750032812294923,14.2,31.8,6.0,2.9,32.4,21.4,18.3,0.012987012987012988,0.1672354948805461,17.1,
11.3,0.3312541796613771,6.5,39.6,8.4,3.5,39.8,19.0,13.6,0.0,0.0,14.1,0.0
12.4,0.4875032031049806,21.6,39.6,12.0,5.7,39.0,19.4,26.6,0.0,0.0,21.6,0.0
16.3,0.28750445309716816,19.3,39.1,9.2,4.2,37.9,19.0,18.5,0.012987012987012988,0.1604095563139932,25.0,0.0
19.6,0.281254492159424,13.9,39.6,8.7,4.2,37.2,27.9,20.4,0.012987012987012988,0.11262798634812288,21.8,0.0
17.6,0.3000043749726564,24.2,37.5,9.1,4.3,36.4,19.9,19.8,0.012987012987012988,0.12286689419795221,26.9,0.0
11.3,0.4250035937275392,17.4,34.9,8.0,3.5,36.2,18.9,17.0,0.0,0.0,29.2,0.0
15.8,0.3500040624746095,12.8,30.7,6.0,2.8,31.5,21.3,15.8,0.03896103896103896,0.07508532423208192,17.7,
14.4,0.31875425778588884,21.3,37.8,8.7,4.0,37.1,19.2,19.6,0.012987012987012988,0.07508532423208192,21.2,
20.0,0.2625046093461916,13.9,47.2,10.7,5.2,41.9,20.2,20.9,0.0,0.0,20.2,0.0
11.1,0.4562533984162599,21.1,31.0,6.2,2.8,33.2,19.3,17.7,0.012987012987012988,0.23208191126279865,20.4,
18.7,0.28750445309716816,15.2,32.7,6.8,3.1,33.0,19.6,19.0,0.012987012987012988,0.10580204778156999,19.9,0.0
12.4,0.3500040624746095,13.3,40.0,9.3,4.1,39.1,20.1,19.5,0.012987012987012988,0.14675767918088736,21.7,0.0
10.6,0.3312541796613771,34.6,31.5,6.6,3.0,33.0,19.2,18.4,0.012987012987012988,0.12286689419795221,27.2,0.0
17.0,0.281254492159424,8.9,42.1,9.5,4.7,38.0,19.8,20.6,0.0,0.24573378839590446,18.7,0.0
16.3,0.29375441403491226,11.3,41.1,10.1,4.3,40.5,19.4,16.4,0.0,0.0,22.7,0.0
17.2,0.2625046093461916,17.4,36.8,8.8,4.1,36.7,19.7,19.5,0.012987012987012988,0.13310580204778158,20.5,0.0
9.2,0.44375347654077163,25.7,32.5,7.2,3.3,33.2,19.5,19.6,0.012987012987012988,0.11945392491467577,27.3,0.0
14.0,0.3812538671633302,8.3,34.6,7.0,3.0,35.9,19.7,17.5,0.0,0.0,18.1,
13.9,0.36875394528784194,12.3,38.0,8.7,3.9,37.9,19.7,19.3,0.012987012987012988,0.1262798634812287,23.1,0.0
15.3,0.32500421872363294,16.0,40.5,8.8,4.2,38.1,19.7,20.5,0.012987012987012988,0.13310580204778158,19.7,0.0
8.0,0.5562527734201662,11.0,33.7,6.9,3.0,35.5,20.8,17.6,0.012987012987012988,0.11945392491467577,17.3,
12.2,0.38750382810107437,25.9,33.9,7.6,3.4,34.7,19.0,17.4,0.012987012987012988,0.36177474402730375,28.2,0.0
20.8,0.28750445309716816,22.8,34.8,7.7,3.8,33.5,20.9,21.7,0.03896103896103896,0.07508532423208192,25.3,
13.6,0.36875394528784194,17.0,41.1,9.7,4.3,40.4,19.2,19.8,0.0,0.46075085324232085,22.1,0.0
9.6,0.44375347654077163,7.0,30.6,6.2,2.7,33.3,23.7,15.9,0.0,0.08873720136518773,13.2,
15.7,0.29375441403491226,11.0,45.0,10.4,5.0,40.4,22.6,20.8,0.0,0.23890784982935154,21.3,0.0
6.4,0.43750351560302747,7.3,37.5,8.0,3.4,38.4,19.4,16.7,0.0,0.0,16.7,0.0
4.8,0.6625021093618165,7.0,29.5,5.3,2.3,33.0,18.2,13.9,0.025974025974025976,0.07849829351535836,14.9,
14.2,0.3562540234123537,17.4,37.2,7.8,3.8,35.1,25.7,20.3,0.012987012987012988,0.2013651877133106,20.7,
13.8,0.3562540234123537,19.8,34.2,7.6,3.5,34.5,18.8,19.5,0.012987012987012988,0.08532423208191126,22.5,0.0
12.5,0.4062537109143068,12.0,38.2,8.4,3.6,38.8,19.1,16.4,0.0,0.14675767918088736,22.5,0.0
11.3,0.4125036718520509,25.6,33.6,7.7,3.4,35.4,19.1,17.5,0.0,0.0,28.3,0.0
12.7,0.3812538671633302,12.9,35.0,7.3,3.5,34.2,17.9,17.1,0.03896103896103896,0.06825938566552901,21.1,
8.3,0.4250035937275392,8.2,36.6,8.0,3.5,37.2,19.3,17.3,0.012987012987012988,0.08532423208191126,17.8,
15.6,0.3062543359104006,20.2,37.5,9.1,4.1,36.6,20.0,20.5,0.012987012987012988,0.13993174061433447,24.0,0.0
14.3,0.3750039062255861,18.4,42.4,10.8,4.9,40.8,20.4,19.8,0.012987012987012988,0.08191126279863481,19.5,0.0
19.6,0.2500046874707033,24.8,37.5,9.5,4.6,36.0,19.7,21.7,0.012987012987012988,0.2866894197952219,26.3,0.0
10.5,0.45000343747851573,13.5,30.3,5.6,2.8,34.4,22.7,16.0,0.2207792207792208,0.09215017064846417,18.9,1.0
12.2,0.3312541796613771,10.5,31.3,6.7,3.0,32.0,19.1,18.8,0.025974025974025976,0.08191126279863481,18.5,
18.5,0.29375441403491226,30.3,35.7,8.6,4.2,35.3,19.1,21.7,0.012987012987012988,0.11945392491467577,26.3,0.0
13.5,0.29375441403491226,13.0,42.6,11.0,4.9,41.3,19.4,18.9,0.012987012987012988,0.08532423208191126,24.3,0.0
14.3,0.3312541796613771,21.8,34.5,7.9,3.8,33.8,19.3,19.7,0.012987012987012988,0.11262798634812288,25.1,0.0
12.6,0.3625039843500978,13.2,39.2,8.7,4.1,37.3,20.5,20.9,0.0,0.15358361774744028,18.6,
12.9,0.3625039843500978,14.7,38.9,8.9,4.0,38.3,22.2,20.2,0.0,0.310580204778157,23.9,0.0
13.5,0.3125042968481447,20.1,38.2,9.5,4.3,37.8,19.3,21.0,0.025974025974025976,0.11945392491467577,26.2,0.0
16.0,0.34375410153686536,11.7,32.6,7.0,3.3,33.2,27.6,18.7,0.03896103896103896,0.07508532423208192,18.6,
14.6,0.32500421872363294,21.3,38.2,9.4,4.6,37.3,21.9,22.5,0.012987012987012988,0.14334470989761094,21.8,0.0
10.0,0.45000343747851573,13.9,34.6,7.4,3.3,36.3,23.1,19.2,0.012987012987012988,0.11945392491467577,21.6,
13.5,0.38750382810107437,14.4,41.4,9.9,4.3,40.1,21.1,18.8,0.025974025974025976,0.11604095563139932,22.2,0.0
10.8,0.41875363278979505,30.8,31.6,6.6,3.0,32.9,19.1,17.0,0.012987012987012988,0.13310580204778158,26.2,0.0
14.8,0.34375410153686536,15.2,37.9,8.7,3.9,38.0,22.1,18.9,0.025974025974025976,0.07167235494880547,23.5,0.0
15.3,0.36875394528784194,4.1,22.8,4.5,2.1,23.7,16.8,13.3,0.012987012987012988,0.07849829351535836,13.1,0.0
7.3,0.5312529296691896,6.7,27.5,5.6,2.6,27.4,24.5,20.0,0.012987012987012988,0.10238907849829351,13.5,0.0
8.2,0.49375316404272473,8.2,32.1,6.9,3.2,32.6,25.3,18.1,0.012987012987012988,0.09215017064846417,13.7,0.0
7.3,0.41875363278979505,6.9,34.0,7.8,3.5,32.9,27.6,16.7,0.0,0.11945392491467577,17.1,0.0
12.8,0.31875425778588884,8.3,34.6,7.8,3.5,32.7,24.3,16.9,0.012987012987012988,0.07849829351535836,15.5,0.0
8.9,0.3937537890388185,4.9,34.1,8.8,3.9,33.7,20.1,16.3,0.012987012987012988,0.061433447098976114,14.0,0.0
7.4,0.4312535546652833,5.9,28.9,5.9,2.7,28.1,21.9,17.6,0.025974025974025976,0.08191126279863481,11.8,
12.6,0.3312541796613771,8.9,35.2,9.7,4.5,31.0,26.8,21.0,0.012987012987012988,0.07508532423208192,19.1,0.0
9.9,0.3750039062255861,8.1,36.4,8.6,3.9,33.5,24.0,17.3,0.012987012987012988,0.1296928327645051,15.0,0.0
10.6,0.36875394528784194,6.7,35.2,8.0,3.7,32.6,23.6,19.5,0.012987012987012988,0.11262798634812288,14.3,0.0
13.7,0.3125042968481447,7.2,39.4,10.0,4.4,37.9,19.0,15.8,0.0,0.18088737201365188,16.4,0.0
12.5,0.3312541796613771,11.8,37.1,9.3,4.2,35.5,18.7,18.3,0.012987012987012988,0.11262798634812288,14.9,0.0
