poverty_perc,median_household_income,education_less_than_high_school_percent,percent_high_blood_pressure,percent_coronary_heart_disease,percent_stroke,percent_high_cholesterol,percent_inactive,percent_smoking,number_of_hospitals,number_of_primary_care_physicians,percent_no_heath_insurance,urban_rural_status
11.0,0.40000374997656263,7.3,34.4,6.9,3.2,34.2,24.5,17.5,0.06493506493506494,0.10921501706484643,6.4,
14.2,0.32500421872363294,10.5,37.5,8.5,4.0,36.4,21.6,20.6,0.025974025974025976,0.15017064846416384,7.0,0.0
9.3,0.33750414059912126,7.6,36.9,8.5,3.8,36.4,19.1,17.8,0.0,0.4232081911262799,6.6,
13.4,0.33750414059912126,10.9,38.9,8.8,4.0,36.9,19.5,19.7,0.012987012987012988,0.1877133105802048,6.9,0.0
7.9,0.43750351560302747,4.8,34.9,7.3,3.2,34.9,19.2,16.7,0.0,0.13651877133105803,5.8,
8.8,0.3937537890388185,7.8,36.1,8.4,3.7,35.3,19.8,18.4,0.012987012987012988,0.5597269624573379,6.4,
13.5,0.36875394528784194,11.9,37.8,8.3,3.9,36.1,21.8,20.0,0.025974025974025976,0.11604095563139932,7.0,0.0
12.4,0.34375410153686536,10.2,35.7,7.9,3.7,35.3,20.8,19.6,0.012987012987012988,0.10921501706484643,6.1,0.0
9.1,0.3812538671633302,14.0,35.1,7.7,3.5,35.5,19.3,18.8,0.0,0.13310580204778158,8.6,0.0
8.3,0.44375347654077163,9.6,34.9,7.5,3.4,34.8,20.6,17.3,0.012987012987012988,0.08873720136518773,7.2,0.0
14.2,0.33750414059912126,8.2,34.6,7.0,3.4,34.1,21.2,16.9,0.03896103896103896,0.061433447098976114,7.3,
6.4,0.43750351560302747,6.2,33.3,6.9,3.0,35.2,20.1,15.4,0.012987012987012988,0.09556313993174062,5.7,
13.5,0.3062543359104006,10.3,37.7,8.9,4.1,36.4,20.5,20.5,0.012987012987012988,0.09215017064846417,7.7,0.0
7.3,0.43750351560302747,7.0,35.7,8.1,3.5,36.0,18.7,16.8,0.0,0.2286689419795222,6.3,0.0
11.9,0.3562540234123537,9.0,37.3,8.1,3.7,35.8,19.8,18.0,0.012987012987012988,0.09215017064846417,7.7,0.0
13.5,0.3625039843500978,11.1,33.1,7.7,3.6,33.1,20.5,17.2,0.025974025974025976,0.10238907849829351,8.1,
13.8,0.38750382810107437,8.3,38.0,6.7,3.6,31.8,29.7,16.8,0.05194805194805195,0.08873720136518773,7.2,
12.8,0.3812538671633302,7.5,35.9,7.0,3.3,34.2,23.3,16.5,0.025974025974025976,0.061433447098976114,6.5,
11.7,0.33750414059912126,9.0,38.7,8.6,3.9,36.5,19.7,19.2,0.012987012987012988,0.26621160409556316,7.3,0.0
10.8,0.36875394528784194,6.1,36.6,7.9,3.5,36.1,19.2,18.2,0.0,0.0,5.7,0.0
8.9,0.4062537109143068,6.6,37.7,8.4,3.8,36.9,19.5,18.2,0.012987012987012988,0.13993174061433447,6.1,0.0
10.8,0.33750414059912126,10.5,38.3,8.6,3.9,36.8,19.8,19.0,0.0,0.2150170648464164,7.2,
11.2,0.3625039843500978,7.9,38.1,8.7,4.1,36.9,21.4,17.9,0.012987012987012988,0.11262798634812288,6.6,0.0
7.6,0.43750351560302747,6.8,33.0,7.0,3.2,33.5,20.5,17.1,0.025974025974025976,0.10580204778156999,5.5,
18.6,0.3125042968481447,10.4,38.6,8.7,4.2,35.6,23.3,20.9,0.03896103896103896,0.12286689419795221,6.6,
11.7,0.3500040624746095,8.4,36.1,8.5,3.8,35.8,18.9,18.4,0.012987012987012988,0.11262798634812288,6.7,0.0
10.7,0.3625039843500978,12.0,33.8,7.6,3.5,33.6,20.2,17.1,0.012987012987012988,0.11604095563139932,8.5,0.0
12.9,0.3125042968481447,12.5,38.1,8.8,4.0,36.9,21.0,19.9,0.012987012987012988,0.11262798634812288,8.4,0.0
9.1,0.40000374997656263,8.7,35.2,7.9,3.5,35.9,17.9,17.1,0.025974025974025976,0.09556313993174062,6.8,0.0
7.2,0.5625027343579103,8.5,30.8,5.5,2.6,31.7,21.7,14.1,0.03896103896103896,0.09556313993174062,6.9,
14.6,0.34375410153686536,12.2,36.2,7.6,3.7,33.4,26.6,18.8,0.03896103896103896,0.07849829351535836,8.1,
6.2,0.4562533984162599,5.5,32.4,6.6,2.9,33.5,19.4,15.0,0.012987012987012988,0.10238907849829351,5.7,
10.7,0.3750039062255861,10.5,37.7,8.7,4.0,35.1,19.4,22.6,0.0,0.18430034129692835,11.5,
10.9,0.3500040624746095,11.3,38.1,8.6,3.8,37.2,26.7,21.6,0.0,0.21843003412969286,9.5,0.0
15.9,0.281254492159424,11.7,36.4,8.2,3.7,35.9,26.2,21.1,0.012987012987012988,0.07508532423208192,9.4,0.0
15.8,0.36875394528784194,10.9,34.9,7.5,3.7,31.1,27.8,19.7,0.1168831168831169,0.09897610921501707,9.9,
10.5,0.36875394528784194,14.0,37.5,8.5,3.8,36.1,21.8,22.2,0.0,0.5119453924914675,13.2,
14.3,0.33750414059912126,16.2,39.4,9.1,4.1,37.4,26.2,24.3,0.0,0.17747440273037546,12.5,0.0
9.7,0.3625039843500978,12.3,38.4,8.5,3.7,37.4,24.5,21.0,0.0,0.24573378839590446,10.2,0.0
15.5,0.281254492159424,11.7,37.3,8.3,3.8,35.6,22.1,24.4,0.012987012987012988,0.11262798634812288,9.4,
11.9,0.32500421872363294,8.3,38.0,8.8,3.9,36.2,23.2,22.4,0.012987012987012988,0.12286689419795221,8.7,
20.7,0.28750445309716816,10.4,32.9,7.5,3.5,33.7,28.2,21.8,0.025974025974025976,0.07167235494880547,10.3,
8.1,0.4250035937275392,6.8,37.7,8.2,3.5,36.6,23.0,19.2,0.012987012987012988,0.0,8.3,0.0
10.9,0.34375410153686536,11.6,36.6,8.4,3.8,33.8,22.9,17.1,0.012987012987012988,0.10238907849829351,8.7,0.0
14.6,0.3125042968481447,9.5,39.7,9.5,4.4,37.1,29.0,20.2,0.012987012987012988,0.07508532423208192,6.3,0.0
7.5,0.45000343747851573,5.3,33.6,7.1,3.2,34.2,21.1,17.1,0.012987012987012988,0.18088737201365188,4.5,
12.2,0.3500040624746095,8.2,32.3,6.5,3.1,30.5,25.3,16.4,0.03896103896103896,0.07167235494880547,5.7,
5.6,0.46875332029174815,3.6,31.7,6.5,2.8,32.6,20.8,13.8,0.025974025974025976,0.09556313993174062,3.7,
8.3,0.41875363278979505,6.1,34.4,6.9,3.1,34.2,25.2,16.7,0.012987012987012988,0.10580204778156999,4.8,0.0
8.4,0.34375410153686536,6.5,36.5,8.1,3.6,35.3,22.7,16.7,0.0,0.27986348122866894,5.3,0.0
7.3,0.4312535546652833,4.6,34.9,7.2,3.1,33.9,22.7,17.1,0.0,0.1945392491467577,4.2,0.0
10.6,0.3625039843500978,6.8,35.1,7.7,3.4,34.9,18.5,16.3,0.012987012987012988,0.05460750853242321,4.8,0.0
8.3,0.40000374997656263,6.4,36.6,7.9,3.4,35.0,24.5,17.0,0.012987012987012988,0.09215017064846417,6.7,0.0
10.4,0.3500040624746095,9.8,39.8,9.2,4.1,38.0,24.2,18.2,0.025974025974025976,0.15358361774744028,7.3,0.0
12.5,0.3500040624746095,9.6,35.7,8.1,3.7,35.8,27.1,18.7,0.025974025974025976,0.10238907849829351,5.2,0.0
11.7,0.3562540234123537,17.9,35.1,7.6,3.5,34.3,23.5,18.9,0.012987012987012988,0.13651877133105803,10.2,0.0
8.4,0.4125036718520509,9.1,35.2,7.7,3.4,35.6,22.1,16.6,0.012987012987012988,0.09897610921501707,5.5,0.0
13.0,0.34375410153686536,7.8,37.7,8.1,3.7,34.7,23.8,18.9,0.012987012987012988,0.08873720136518773,5.1,0.0
8.9,0.4125036718520509,6.7,29.7,6.6,2.9,31.5,20.8,14.5,0.03896103896103896,0.07849829351535836,4.9,
11.8,0.3312541796613771,8.4,37.7,8.3,3.8,34.8,23.3,17.7,0.025974025974025976,0.1296928327645051,5.7,0.0
9.3,0.3812538671633302,8.0,36.8,8.1,3.7,35.9,23.9,16.4,0.012987012987012988,0.12286689419795221,6.3,0.0
10.5,0.3750039062255861,9.6,36.4,8.7,3.9,33.8,22.6,17.6,0.012987012987012988,0.20477815699658705,7.1,0.0
5.5,0.45000343747851573,4.9,34.8,7.0,3.0,35.1,20.0,14.5,0.012987012987012988,0.13993174061433447,4.1,
9.6,0.36875394528784194,7.4,35.5,8.0,3.6,35.7,25.0,16.3,0.012987012987012988,0.11604095563139932,5.9,0.0
10.8,0.3500040624746095,7.5,34.3,7.3,3.3,32.8,22.4,16.7,0.012987012987012988,0.07849829351535836,5.2,0.0
10.5,0.3750039062255861,8.8,35.7,7.8,3.4,35.6,21.9,17.1,0.012987012987012988,0.09556313993174062,6.1,0.0
6.4,0.4250035937275392,5.6,34.2,7.2,3.2,33.0,22.0,16.2,0.012987012987012988,0.07849829351535836,4.1,0.0
11.4,0.38750382810107437,6.9,36.2,8.1,3.7,35.5,24.6,17.9,0.012987012987012988,0.14334470989761094,5.4,0.0
8.5,0.3937537890388185,6.2,34.5,7.2,3.2,34.5,22.0,17.9,0.012987012987012988,0.11945392491467577,4.4,0.0
14.8,0.3312541796613771,7.7,34.4,7.5,3.3,34.1,21.4,15.4,0.012987012987012988,0.08532423208191126,9.1,0.0
14.1,0.4312535546652833,4.3,24.6,4.7,2.2,25.3,15.8,12.3,0.03896103896103896,0.051194539249146756,5.9,
9.9,0.38750382810107437,6.4,36.4,7.8,3.5,35.2,20.8,18.1,0.012987012987012988,0.13651877133105803,5.5,
13.7,0.34375410153686536,6.8,37.9,8.4,3.8,36.2,23.8,17.5,0.012987012987012988,0.3822525597269624,6.1,0.0
11.5,0.36875394528784194,6.9,36.8,7.9,3.6,35.1,23.7,18.8,0.025974025974025976,0.08873720136518773,5.3,0.0
8.1,0.43750351560302747,5.4,32.3,6.0,2.7,32.1,21.2,14.4,0.025974025974025976,0.08532423208191126,4.8,
9.1,0.45000343747851573,15.7,32.9,7.4,3.4,32.4,26.6,17.5,0.0,0.4095563139931741,8.9,0.0
13.5,0.3062543359104006,7.0,36.9,8.7,3.9,36.2,20.8,19.0,0.012987012987012988,0.07508532423208192,5.6,0.0
10.2,0.3750039062255861,8.3,34.7,7.3,3.3,33.5,19.5,18.2,0.012987012987012988,0.08532423208191126,5.5,0.0
8.0,0.40000374997656263,6.1,32.6,6.6,2.9,32.8,22.0,15.2,0.025974025974025976,0.06825938566552901,4.2,0.0
10.1,0.40000374997656263,14.8,32.3,7.3,3.3,33.6,25.2,16.4,0.012987012987012988,0.10580204778156999,7.6,0.0
8.9,0.41875363278979505,8.1,35.7,7.7,3.5,35.0,25.9,16.6,0.012987012987012988,0.15358361774744028,7.6,0.0
11.4,0.3625039843500978,10.2,36.2,7.8,3.5,35.0,18.2,17.6,0.012987012987012988,0.09897610921501707,5.9,0.0
10.2,0.3937537890388185,10.9,33.5,6.9,3.2,34.5,22.5,16.8,0.012987012987012988,0.10580204778156999,6.1,0.0
11.5,0.4250035937275392,7.9,28.6,5.6,2.6,31.3,20.3,16.2,0.05194805194805195,0.06825938566552901,5.8,
11.6,0.3750039062255861,6.2,33.1,7.1,3.1,33.3,21.3,15.5,0.012987012987012988,0.07508532423208192,5.2,0.0
12.1,0.41875363278979505,6.5,30.5,6.5,2.9,31.8,20.9,14.7,0.025974025974025976,0.06825938566552901,5.5,
12.4,0.3812538671633302,3.2,23.6,4.7,2.2,25.5,16.2,12.1,0.025974025974025976,0.08532423208191126,6.4,
10.8,0.3625039843500978,8.7,34.9,8.0,3.7,33.5,23.9,18.5,0.0,0.17747440273037546,8.4,0.0
14.4,0.32500421872363294,10.7,38.3,8.8,4.0,36.5,18.9,19.1,0.012987012987012988,0.06825938566552901,7.6,0.0
15.5,0.3062543359104006,12.1,32.9,7.9,3.7,33.8,21.8,19.2,0.012987012987012988,0.09897610921501707,8.1,0.0
4.9,0.5125030468559572,4.1,29.6,5.9,2.6,31.5,18.4,14.5,0.0,0.09215017064846417,3.8,
7.1,0.4062537109143068,8.4,33.8,7.3,3.3,35.0,21.7,16.6,0.012987012987012988,0.09215017064846417,6.5,
13.0,0.32500421872363294,11.1,40.2,9.1,4.1,36.6,24.3,19.9,0.012987012987012988,0.10580204778156999,7.8,0.0
9.2,0.38750382810107437,3.9,31.0,7.0,3.0,33.0,21.5,13.4,0.012987012987012988,0.06484641638225257,4.8,0.0
8.5,0.33750414059912126,6.6,34.7,7.5,3.2,33.7,24.6,16.7,0.0,0.1604095563139932,5.2,0.0
5.9,0.4812532421672365,5.8,27.2,6.1,2.7,29.7,19.3,16.8,0.0,0.11262798634812288,4.9,
8.2,0.4125036718520509,8.9,34.6,8.0,3.6,32.9,21.6,18.1,0.0,0.12286689419795221,7.9,
10.0,0.38750382810107437,11.8,33.2,8.6,4.0,33.1,23.5,18.8,0.012987012987012988,0.09556313993174062,7.0,0.0
7.2,0.4562533984162599,7.1,33.3,7.2,3.2,32.3,18.4,17.0,0.025974025974025976,0.07849829351535836,5.2,0.0
6.4,0.3812538671633302,5.3,33.6,7.7,3.4,33.3,17.8,17.0,0.0,0.09897610921501707,5.1,
8.7,0.38750382810107437,11.8,31.6,7.7,3.6,30.4,23.7,20.1,0.0,0.13310580204778158,7.8,0.0
6.4,0.5187530077937014,5.5,26.0,5.6,2.6,29.5,16.1,13.8,0.025974025974025976,0.04778156996587031,5.4,
8.4,0.46250335935400405,8.5,26.9,6.2,2.9,29.0,18.1,16.7,0.025974025974025976,0.07167235494880547,7.4,0.0
7.3,0.44375347654077163,7.3,30.1,7.2,3.2,31.4,18.5,17.0,0.012987012987012988,0.08873720136518773,5.5,0.0
6.1,0.46250335935400405,6.2,33.7,7.7,3.4,34.5,22.4,16.3,0.025974025974025976,0.07167235494880547,6.2,
7.6,0.41875363278979505,6.8,32.1,7.1,3.2,30.3,22.9,18.8,0.012987012987012988,0.13993174061433447,5.8,0.0
11.0,0.4062537109143068,6.5,27.4,6.2,2.8,28.0,19.3,15.8,0.012987012987012988,0.1262798634812287,6.1,0.0
17.9,0.3062543359104006,8.9,27.8,6.7,3.1,29.8,19.3,18.3,0.012987012987012988,0.06484641638225257,15.4,0.0
17.8,0.3000043749726564,13.6,35.3,8.8,4.2,36.2,24.3,22.7,0.012987012987012988,0.10238907849829351,14.1,0.0
12.8,0.3937537890388185,5.4,27.0,5.5,2.6,28.6,21.4,14.8,0.03896103896103896,0.06484641638225257,11.0,
11.4,0.3812538671633302,11.8,32.7,7.1,3.2,34.9,23.6,19.8,0.012987012987012988,0.12286689419795221,11.4,
13.4,0.32500421872363294,12.4,37.3,9.3,4.2,36.8,24.1,21.6,0.012987012987012988,0.13310580204778158,13.3,0.0
12.0,0.3812538671633302,9.3,37.9,9.8,4.3,39.2,27.4,20.0,0.0,0.2866894197952219,13.5,0.0
12.3,0.3000043749726564,13.5,37.8,10.3,4.7,38.7,24.0,24.0,0.0,0.11262798634812288,15.2,0.0
9.3,0.3937537890388185,7.8,31.7,6.8,3.1,34.3,17.5,16.5,0.025974025974025976,0.08532423208191126,10.4,
13.6,0.31875425778588884,11.3,32.3,8.0,3.6,34.1,22.8,20.1,0.0,0.11945392491467577,12.1,0.0
9.1,0.3937537890388185,10.6,32.9,7.7,3.4,36.9,27.2,19.9,0.025974025974025976,0.08873720136518773,11.8,
11.2,0.33750414059912126,12.2,35.3,9.0,3.9,37.7,20.6,19.3,0.012987012987012988,0.10580204778156999,14.1,0.0
15.1,0.281254492159424,15.4,35.9,9.8,4.4,37.9,22.5,21.7,0.012987012987012988,0.2013651877133106,15.4,0.0
12.7,0.3312541796613771,11.2,33.6,8.0,3.6,34.9,21.7,18.4,0.0,0.11945392491467577,12.9,0.0
14.2,0.2625046093461916,12.1,38.4,10.4,4.8,38.8,23.4,22.8,0.0,0.0,20.8,0.0
14.4,0.26875457028393573,12.8,35.3,8.8,4.1,35.7,27.4,22.3,0.0,0.2013651877133106,12.7,0.0
9.4,0.43750351560302747,10.0,30.0,7.0,3.1,33.5,22.3,22.1,0.012987012987012988,0.3686006825938567,11.7,
14.7,0.3000043749726564,10.8,35.6,9.2,4.1,36.9,25.4,21.4,0.012987012987012988,0.13651877133105803,13.4,0.0
12.8,0.31875425778588884,12.4,34.2,8.6,3.9,35.7,25.9,21.2,0.012987012987012988,0.07849829351535836,13.1,0.0
13.0,0.3062543359104006,10.6,36.6,9.2,4.1,38.4,32.4,19.5,0.012987012987012988,0.13651877133105803,14.6,0.0
14.3,0.33750414059912126,10.6,34.7,8.3,3.8,35.9,29.6,21.1,0.012987012987012988,0.06825938566552901,11.1,0.0
13.6,0.28750445309716816,11.3,35.5,9.8,4.4,38.0,18.8,20.7,0.0,0.15699658703071673,17.2,0.0
11.6,0.31875425778588884,14.7,31.2,7.6,3.5,33.6,22.2,21.2,0.0,0.310580204778157,16.9,
13.0,0.3062543359104006,10.0,39.4,10.2,4.6,38.0,23.3,22.2,0.0,0.13310580204778158,13.5,0.0
13.0,0.3500040624746095,13.0,37.6,9.4,4.3,38.4,19.9,22.4,0.0,0.23208191126279865,14.4,0.0
15.0,0.32500421872363294,21.7,39.6,11.2,5.2,40.9,22.2,24.6,0.0,0.17406143344709898,21.0,0.0
8.5,0.3937537890388185,8.4,32.5,7.6,3.3,35.5,18.0,19.8,0.0,0.1877133105802048,11.2,
15.5,0.32500421872363294,12.4,34.5,8.0,3.7,36.0,26.8,20.6,0.012987012987012988,0.09897610921501707,15.6,0.0
14.9,0.31875425778588884,13.3,35.1,8.9,4.2,34.1,26.8,23.4,0.012987012987012988,0.1604095563139932,13.1,0.0
15.2,0.29375441403491226,7.2,37.9,9.7,4.2,38.0,22.7,19.5,0.012987012987012988,0.11262798634812288,15.8,0.0
11.4,0.3562540234123537,9.5,36.1,9.2,4.0,37.4,28.6,21.7,0.0,0.3856655290102389,11.3,0.0
12.1,0.32500421872363294,11.4,34.3,7.8,3.7,34.8,28.7,21.9,0.012987012987012988,0.1262798634812287,12.7,0.0
5.0,0.5687526952956544,5.0,27.7,5.9,2.6,33.3,21.8,14.6,0.05194805194805195,0.10921501706484643,6.9,
9.1,0.4312535546652833,6.0,33.1,6.5,3.1,31.5,23.3,14.5,0.12987012987012989,0.061433447098976114,8.3,
13.1,0.3312541796613771,15.3,34.2,8.2,3.8,35.6,27.4,20.0,0.012987012987012988,0.09897610921501707,14.5,0.0
15.2,0.28750445309716816,11.4,35.7,9.1,4.1,36.4,21.3,22.2,0.0,0.08873720136518773,16.2,0.0
14.3,0.3000043749726564,20.3,35.5,9.4,4.3,36.4,22.2,23.2,0.012987012987012988,0.05802047781569966,21.6,0.0
14.6,0.3000043749726564,10.0,36.9,10.0,4.6,38.1,22.7,22.4,0.0,0.23549488054607512,14.7,0.0
15.6,0.26875457028393573,14.5,35.6,9.3,4.2,35.7,25.2,21.4,0.012987012987012988,0.13651877133105803,15.2,0.0
9.0,0.43750351560302747,10.5,33.2,8.1,3.6,35.5,22.8,21.0,0.0,0.23549488054607512,11.5,
20.8,0.28750445309716816,11.3,34.2,6.4,3.8,29.4,29.0,19.5,0.05194805194805195,0.07167235494880547,12.6,1.0
12.3,0.32500421872363294,12.6,40.4,9.8,4.5,40.3,21.9,19.2,0.012987012987012988,0.7235494880546075,9.1,0.0
8.5,0.4062537109143068,7.5,27.9,6.0,2.8,32.9,17.1,16.5,0.05194805194805195,0.08191126279863481,7.8,
8.0,0.3562540234123537,8.2,35.6,7.9,3.5,36.8,19.1,17.4,0.0,0.25597269624573377,8.6,0.0
4.5,0.49375316404272473,5.1,30.8,5.9,2.7,33.2,18.4,15.3,0.012987012987012988,0.31740614334470996,4.9,
6.9,0.46875332029174815,6.7,32.1,6.6,3.0,35.0,21.1,16.8,0.025974025974025976,0.11262798634812288,5.9,
13.3,0.3312541796613771,8.2,36.4,8.4,3.9,37.8,18.0,18.1,0.012987012987012988,0.08532423208191126,7.1,0.0
9.6,0.46875332029174815,3.8,26.2,4.5,2.2,30.7,15.4,11.8,0.06493506493506494,0.061433447098976114,4.9,
7.2,0.4125036718520509,8.8,31.9,6.9,3.1,34.9,21.5,17.7,0.03896103896103896,0.09556313993174062,6.2,0.0
7.6,0.4312535546652833,7.7,32.5,6.6,3.0,35.2,22.3,16.3,0.025974025974025976,0.10580204778156999,6.0,
12.0,0.3500040624746095,8.1,31.2,6.8,3.2,33.0,18.3,17.9,0.03896103896103896,0.13310580204778158,7.8,0.0
7.4,0.4750032812294923,7.7,33.1,7.0,3.2,34.4,19.4,17.0,0.012987012987012988,0.08532423208191126,6.5,
9.7,0.3812538671633302,9.3,36.3,8.3,3.8,36.6,18.7,17.8,0.012987012987012988,0.07167235494880547,9.5,0.0
7.2,0.46875332029174815,4.6,32.7,6.9,3.1,35.2,17.1,15.9,0.012987012987012988,0.09556313993174062,6.0,
12.7,0.3562540234123537,9.5,35.4,7.9,3.7,35.5,20.9,19.9,0.012987012987012988,0.07167235494880547,9.9,0.0
7.3,0.45000343747851573,8.0,30.2,6.4,2.9,33.3,21.1,16.9,0.012987012987012988,0.10921501706484643,6.3,0.0
11.9,0.3500040624746095,10.2,36.6,8.2,3.9,36.1,25.9,20.0,0.012987012987012988,0.07849829351535836,9.2,0.0
11.0,0.43750351560302747,9.8,28.9,6.1,2.9,31.3,20.7,16.8,0.025974025974025976,0.10921501706484643,7.7,
6.7,0.4312535546652833,6.4,33.5,7.2,3.2,35.9,20.0,16.6,0.0,0.09897610921501707,6.7,
10.0,0.3937537890388185,4.7,28.2,5.8,2.7,30.8,17.1,15.0,0.025974025974025976,0.05802047781569966,5.2,
8.8,0.4062537109143068,8.5,34.4,7.7,3.5,36.5,17.9,18.3,0.012987012987012988,0.17747440273037546,11.6,0.0
7.9,0.3937537890388185,7.0,35.5,7.3,3.3,37.6,24.8,17.0,0.025974025974025976,0.10238907849829351,6.6,0.0
10.3,0.32500421872363294,9.5,37.9,8.8,4.0,38.4,21.8,18.5,0.0,0.5665529010238908,8.7,0.0
19.0,0.32500421872363294,11.3,31.5,5.8,3.2,32.3,23.0,18.0,0.1168831168831169,0.07849829351535836,8.5,1.0
10.5,0.40000374997656263,9.2,32.4,7.1,3.3,33.8,23.8,19.2,0.025974025974025976,0.09215017064846417,8.9,0.0
6.6,0.44375347654077163,6.0,29.1,5.8,2.7,32.4,17.6,15.5,0.025974025974025976,0.07167235494880547,6.7,
4.3,0.5187530077937014,3.2,30.7,6.0,2.7,35.5,16.6,11.9,0.025974025974025976,0.05802047781569966,4.1,
9.1,0.4062537109143068,9.2,35.9,8.1,3.7,37.3,19.1,18.2,0.012987012987012988,0.11604095563139932,7.6,0.0
8.3,0.41875363278979505,5.9,28.8,6.0,2.8,32.7,19.3,15.1,0.012987012987012988,0.11262798634812288,6.5,0.0
9.4,0.41875363278979505,8.9,33.0,6.7,3.3,35.2,20.2,17.7,0.025974025974025976,0.10921501706484643,7.2,
13.4,0.33750414059912126,9.6,36.8,8.6,3.9,36.6,22.7,18.3,0.012987012987012988,0.08191126279863481,9.2,0.0
9.3,0.4125036718520509,8.3,31.4,6.7,3.2,32.8,21.6,17.8,0.05194805194805195,0.10238907849829351,7.0,
8.1,0.4125036718520509,8.8,33.5,6.9,3.2,35.1,19.8,17.0,0.03896103896103896,0.06825938566552901,8.3,0.0
7.6,0.40000374997656263,6.3,31.5,6.6,3.0,33.7,23.3,15.6,0.025974025974025976,0.08873720136518773,6.3,
7.3,0.3750039062255861,8.0,32.8,7.2,3.2,34.9,20.3,17.3,0.025974025974025976,0.14675767918088736,8.1,0.0
11.9,0.3562540234123537,10.1,36.0,8.2,3.8,37.3,20.4,19.1,0.012987012987012988,0.06825938566552901,9.4,0.0
8.3,0.4250035937275392,8.5,30.5,6.5,2.9,32.2,17.9,15.5,0.025974025974025976,0.11945392491467577,8.2,0.0
5.1,0.5125030468559572,4.9,31.1,6.2,2.7,33.7,16.7,14.8,0.025974025974025976,0.09897610921501707,4.6,
4.2,0.5750026562333986,3.8,29.1,5.8,2.6,33.7,16.9,12.3,0.06493506493506494,0.05802047781569966,4.0,
8.0,0.41875363278979505,8.2,34.9,7.6,3.4,35.7,22.3,17.3,0.025974025974025976,0.09556313993174062,6.8,0.0
10.5,0.36875394528784194,11.7,38.1,8.7,3.9,37.7,19.2,18.0,0.012987012987012988,0.15358361774744028,9.0,0.0
8.7,0.4062537109143068,6.6,29.5,6.2,2.9,34.0,20.0,16.4,0.03896103896103896,0.07508532423208192,6.1,
9.4,0.33750414059912126,7.6,35.1,7.7,3.5,36.1,19.4,17.2,0.025974025974025976,0.05802047781569966,5.7,0.0
11.2,0.4250035937275392,11.3,41.3,7.3,3.5,36.4,26.6,18.0,0.012987012987012988,0.10921501706484643,9.4,
13.1,0.34375410153686536,17.2,41.8,8.8,3.9,37.5,25.5,21.0,0.012987012987012988,0.18430034129692835,14.3,
14.5,0.3125042968481447,14.9,44.2,8.2,4.1,36.1,27.6,20.0,0.025974025974025976,0.08873720136518773,11.9,
16.3,0.24375472653295915,17.4,48.5,9.0,4.9,37.7,23.3,20.6,0.0,0.10921501706484643,12.2,0.0
14.7,0.3125042968481447,17.2,45.7,10.1,4.6,40.5,30.1,21.1,0.012987012987012988,0.12286689419795221,13.0,0.0
13.9,0.3312541796613771,18.2,42.2,8.8,4.1,35.1,28.0,21.5,0.012987012987012988,0.18430034129692835,13.7,
14.2,0.281254492159424,18.7,46.6,9.7,4.7,39.7,22.7,21.9,0.012987012987012988,0.12286689419795221,14.4,0.0
14.2,0.3125042968481447,17.8,42.7,9.3,4.3,39.1,21.4,21.1,0.0,0.20477815699658705,12.8,0.0
17.4,0.29375441403491226,16.8,49.9,10.0,5.0,41.4,18.6,20.3,0.0,0.0,11.3,0.0
12.5,0.32500421872363294,17.7,41.5,8.5,3.8,38.0,27.8,20.1,0.012987012987012988,0.09215017064846417,13.4,0.0
26.7,0.23750476559521502,16.1,53.9,9.8,6.1,38.7,35.7,21.8,0.012987012987012988,0.07849829351535836,11.1,0.0
15.2,0.29375441403491226,22.0,42.0,9.5,4.5,37.9,30.8,22.2,0.012987012987012988,0.10921501706484643,18.7,0.0
11.5,0.3937537890388185,12.7,40.1,7.1,3.4,36.8,26.0,18.3,0.025974025974025976,0.18088737201365188,8.9,
15.6,0.3000043749726564,14.7,42.9,8.7,4.1,38.0,30.9,19.7,0.025974025974025976,0.07508532423208192,12.7,
15.3,0.29375441403491226,16.5,45.2,9.6,4.5,40.0,29.9,21.0,0.012987012987012988,0.09556313993174062,13.8,0.0
14.4,0.3625039843500978,9.5,40.1,7.1,3.8,31.9,27.8,15.6,0.1038961038961039,0.06484641638225257,10.7,1.0
17.9,0.36875394528784194,9.6,35.8,6.0,3.0,31.8,22.0,15.7,0.012987012987012988,0.10580204778156999,10.7,
10.4,0.44375347654077163,14.7,40.5,7.3,3.4,36.3,24.4,18.4,0.012987012987012988,0.1262798634812287,11.6,
21.9,0.2312548046574709,17.8,54.2,10.1,6.4,37.5,24.8,22.7,0.0,0.3651877133105802,10.8,
27.9,0.23750476559521502,16.4,50.3,8.6,5.7,34.6,25.7,18.6,0.0,0.12286689419795221,10.7,0.0
10.5,0.4250035937275392,8.3,37.8,6.3,3.1,33.1,25.0,15.3,0.025974025974025976,0.07167235494880547,9.2,
15.4,0.31875425778588884,16.7,42.3,8.5,3.9,39.0,30.4,20.3,0.025974025974025976,0.09215017064846417,15.4,0.0
20.4,0.3125042968481447,12.7,44.7,7.3,4.2,33.6,27.8,16.7,0.03896103896103896,0.06825938566552901,11.7,
14.4,0.3500040624746095,16.0,39.3,8.4,3.9,36.3,21.5,20.0,0.012987012987012988,0.10238907849829351,12.8,
17.5,0.29375441403491226,18.1,44.8,9.2,4.5,38.5,25.5,19.8,0.012987012987012988,0.1877133105802048,12.3,0.0
